price,nb_baths,surface_area,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse,total_rooms,bath_room_ratio,surface_per_room,equipment_score,city_Agadir,city_Bouskoura,city_Casablanca,city_El Jadida,city_Fès,city_Kénitra,city_Marrakech,city_Meknès,city_Mohammedia,city_Rabat,city_Salé,city_Tanger,city_Temara,city_other
700000.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.3333333333333333,20.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2000000.0,2.0,168.0,1,1,0,0,0,0,0,0,1,0,1,3.0,0.5,42.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1195000.0,2.0,98.0,1,1,1,1,0,1,0,0,1,0,0,3.0,0.5,24.5,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
900000.0,1.0,56.0,1,0,1,1,0,1,0,1,1,1,1,2.0,0.3333333333333333,18.666666666666668,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
790000.0,2.0,73.0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.4,14.6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1990000.0,2.0,178.0,0,0,0,0,0,1,1,0,0,1,1,6.0,0.2857142857142857,25.428571428571427,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1350000.0,1.0,140.0,1,1,0,0,1,0,0,0,0,0,1,4.0,0.2,28.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
690000.0,1.0,70.0,1,0,0,1,1,0,0,0,1,0,0,3.0,0.25,17.5,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1356000.0,2.0,113.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.4,22.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1200000.0,2.0,92.0,1,1,0,0,0,0,0,0,1,0,1,3.0,0.5,23.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
850000.0,1.0,105.0,1,1,0,0,0,0,0,0,0,0,1,2.0,0.3333333333333333,35.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
910000.0,2.0,91.0,1,0,0,0,0,1,0,0,1,1,1,4.0,0.4,18.2,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
750000.0,2.0,69.0,1,1,0,0,0,1,0,0,1,1,0,4.0,0.4,13.8,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1167000.0,2.0,82.0,1,1,1,1,1,1,0,0,1,1,1,3.0,0.5,20.5,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False
880000.0,2.0,88.0,1,1,0,0,0,1,0,0,1,0,1,4.0,0.4,17.6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1000000.0,2.0,84.0,1,1,1,1,1,1,0,0,1,1,0,3.0,0.5,21.0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1300000.0,2.0,106.0,1,0,0,1,1,1,0,0,1,1,1,5.0,0.3333333333333333,17.666666666666668,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
890000.0,1.0,76.0,1,1,0,0,0,0,0,0,1,0,1,3.0,0.25,19.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
760000.0,2.0,76.0,1,1,0,0,1,1,0,0,1,1,1,3.0,0.5,19.0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
740000.0,2.0,78.0,0,1,0,0,1,1,0,0,0,1,1,4.0,0.4,15.6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1150000.0,2.0,80.0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.5,20.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2600000.0,2.0,161.0,1,1,0,0,0,0,0,0,1,0,1,4.0,0.4,32.2,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1390000.0,2.0,128.0,1,1,0,1,1,1,0,0,1,0,0,4.0,0.4,25.6,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1120000.0,1.0,89.0,1,1,0,0,0,0,0,0,0,0,1,3.0,0.25,22.25,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1500000.0,1.0,112.0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.25,28.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
770000.0,1.0,49.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.3333333333333333,16.333333333333332,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
939600.0,2.0,81.0,1,1,1,1,1,1,0,0,1,1,1,3.0,0.5,20.25,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2500000.0,2.0,150.0,1,1,0,0,0,0,0,0,1,0,1,4.0,0.4,30.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1880000.0,2.0,132.0,1,1,1,1,1,1,0,0,1,1,0,4.0,0.4,26.4,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2100000.0,2.0,180.0,1,1,1,1,1,1,0,0,1,0,1,6.0,0.2857142857142857,25.714285714285715,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
940000.0,2.0,107.0,1,1,0,0,1,1,0,0,1,1,0,5.0,0.3333333333333333,17.833333333333332,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
820000.0,1.0,86.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,21.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2800000.0,2.0,182.0,1,0,0,0,0,0,0,0,1,0,1,4.0,0.4,36.4,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1360000.0,2.0,110.0,1,1,0,0,1,0,0,0,1,0,0,3.0,0.5,27.5,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
950000.0,2.0,105.0,0,1,1,1,1,1,0,0,0,1,0,5.0,0.3333333333333333,17.5,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1920000.0,2.0,125.0,1,1,1,1,1,1,0,0,1,1,1,5.0,0.3333333333333333,20.833333333333332,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False
560000.0,1.0,56.0,0,1,1,1,0,1,0,0,0,1,0,3.0,0.25,14.0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
550000.0,1.0,57.0,0,1,0,0,0,1,0,0,0,1,0,3.0,0.25,14.25,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1300000.0,2.0,105.0,1,0,1,1,1,1,0,0,1,1,1,5.0,0.3333333333333333,17.5,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
790000.0,2.0,84.0,1,1,0,0,1,1,0,0,1,1,1,4.0,0.4,16.8,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1370000.0,2.0,133.0,0,1,0,1,1,0,1,0,1,1,1,6.0,0.2857142857142857,19.0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1400000.0,2.0,138.0,1,1,0,0,1,0,0,0,0,1,0,4.0,0.4,27.6,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
860000.0,2.0,84.0,1,1,0,0,1,1,0,0,1,1,1,3.0,0.5,21.0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1820000.0,2.0,135.0,1,1,0,0,0,0,0,0,1,1,1,3.0,0.5,33.75,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
900000.0,2.0,67.0,1,1,0,1,1,1,0,0,0,1,0,2.0,0.6666666666666666,22.333333333333332,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
420000.0,1.0,56.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.2,11.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1300000.0,2.0,100.0,1,1,0,0,0,0,0,0,1,0,1,4.0,0.4,20.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2200000.0,2.0,160.0,1,1,0,1,1,1,0,1,1,0,1,4.0,0.4,32.0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
370000.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,13.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
592000.0,2.0,81.0,0,0,0,0,0,1,0,0,1,0,0,4.0,0.4,16.2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1900000.0,1.0,160.0,1,1,0,0,0,0,0,0,1,0,1,4.0,0.2,32.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1020000.0,2.0,91.0,1,1,0,0,1,1,0,0,1,1,1,4.0,0.4,18.2,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
900000.0,1.0,85.0,1,1,0,0,1,1,0,0,1,1,0,4.0,0.2,17.0,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2250000.0,2.0,160.0,1,1,0,1,1,0,0,0,1,1,1,5.0,0.3333333333333333,26.666666666666668,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2950000.0,2.0,196.0,1,1,1,1,1,1,0,0,1,1,1,5.0,0.3333333333333333,32.666666666666664,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2550000.0,2.0,158.0,1,1,0,0,0,0,0,0,1,0,1,4.0,0.4,31.6,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1250000.0,1.0,87.0,0,1,0,0,0,0,0,0,1,0,1,2.0,0.3333333333333333,29.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
959600.0,2.0,83.0,1,1,0,1,1,1,0,0,1,1,0,3.0,0.5,20.75,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1110000.0,3.0,109.0,1,1,1,1,1,1,0,0,1,1,0,4.0,0.6,21.8,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
720000.0,2.0,85.0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.4,17.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1400000.0,2.0,132.0,1,1,0,0,1,0,0,0,1,0,1,4.0,0.4,26.4,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
720000.0,1.0,69.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,17.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
950000.0,1.0,75.0,0,1,0,0,0,0,0,0,0,0,1,3.0,0.25,18.75,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
820000.0,1.0,82.0,0,1,0,0,0,1,0,0,1,0,1,4.0,0.2,16.4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
680000.0,2.0,57.0,1,1,1,1,1,1,0,0,1,1,0,3.0,0.5,14.25,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
850000.0,2.0,66.0,1,0,0,0,0,1,0,0,1,1,1,3.0,0.5,16.5,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1170000.0,2.0,102.0,1,1,1,1,1,1,0,0,1,1,0,5.0,0.3333333333333333,17.0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1590000.0,3.0,152.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.5,25.333333333333332,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
590000.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.5,18.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1400000.0,2.0,106.0,1,1,0,0,1,0,0,0,1,0,0,4.0,0.4,21.2,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
630000.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.3333333333333333,22.333333333333332,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
696000.0,2.0,87.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.5,21.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1050000.0,2.0,88.0,1,1,0,0,1,1,0,0,1,1,1,3.0,0.5,22.0,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1150000.0,2.0,154.0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.25,19.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
937000.0,2.0,85.0,1,1,0,1,1,1,1,0,1,1,1,3.0,0.5,21.25,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1550000.0,1.0,140.0,1,1,0,0,1,1,0,0,0,0,0,4.0,0.2,28.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False
640000.0,1.0,83.0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.2,16.6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1360000.0,2.0,91.0,1,1,0,0,1,1,0,0,1,1,1,3.0,0.5,22.75,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2200000.0,2.0,137.0,1,1,1,1,1,1,0,1,1,1,1,4.0,0.4,27.4,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False
900000.0,1.0,89.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,22.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
632000.0,2.0,62.0,1,1,0,0,1,1,0,0,1,1,1,4.0,0.4,12.4,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2800000.0,2.0,168.0,1,1,0,0,0,0,0,0,0,0,1,4.0,0.4,33.6,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False
